freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NL,TOTAL,N_GE1,NR,SK	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,NL,TOTAL,N_GE1,NR,UK	1734745 	1788058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NO,TOTAL,N_GE1,NR,AT	: u	42178 u	: u	46589 u	45714 u	50073 u	47536 u	50088 u	: u	: u	51481 	117721 
A,NO,TOTAL,N_GE1,NR,BE	: u	39234 u	46015 u	34698 u	55961 u	35618 bu	43667 u	51354 u	: u	: u	58628 	54940 
A,NO,TOTAL,N_GE1,NR,BG	: u	: u	: 	: 	: u	: 	: u	: u	: 	: 	: u	: 
A,NO,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,NO,TOTAL,N_GE1,NR,CY	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,NO,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	84117 u	: u	: u	: u	: 	: u	: u	: u
A,NO,TOTAL,N_GE1,NR,DE	1137609 u	926316 u	746759 u	1057681 u	1097563 u	867848 u	1177749 u	1167860 u	: u	: u	1096962 	1638636 
A,NO,TOTAL,N_GE1,NR,DK	414582 	377508 b	498119 	626464 	380825 	471091 	226458 	633725 	299984 	124129 	401532 	: 
A,NO,TOTAL,N_GE1,NR,EA20	2085713 	1983435 	1561546 	1968279 	2153704 	1814183 	2394277 	2267585 	588366 	723427 	2252980 	3067267 
A,NO,TOTAL,N_GE1,NR,EE	: u	23690 u	32177 u	30361 u	23517 u	27372 u	33574 u	21228 u	: u	: u	18297 	: u
A,NO,TOTAL,N_GE1,NR,EL	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,NO,TOTAL,N_GE1,NR,ES	66856 	79074 	52821 u	85094 bu	115328 u	96542 	137472 	118654 	: u	: u	83496 	103087 
A,NO,TOTAL,N_GE1,NR,EU27_2020	3240011 e	3120869 e	2893260 	3285520 	3447997 	4460993 	4481934 	4710716 	1418551 	1810022 	2941918 	3824900 e
A,NO,TOTAL,N_GE1,NR,FI	175068 b	159376 	167050 u	240547 	237282 	254013 	291351 	289618 	127103 	: u	256215 	266032 
A,NO,TOTAL,N_GE1,NR,FR	193846 	112275 u	182715 	163448 	243778 	114754 u	146225 u	164884 	: u	: u	146023 	211223 
A,NO,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,NO,TOTAL,N_GE1,NR,HU	3919 u	10067 u	7165 u	10677 u	9070 u	: u	32030 	24183 u	: u	: u	23296 	16157 
A,NO,TOTAL,N_GE1,NR,IE	: u	28813 u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,NO,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,NO,TOTAL,N_GE1,NR,LT	59169 	69225 	84750 	94097 	83845 	87718 	94173 	101325 	47101 	36244 	101380 	123070 
A,NO,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,NO,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	41927 u	: u	: u	: u	40933 	55857 
A,NO,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,NO,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,NO,TOTAL,N_GE1,NR,MT	1178 u	1098 u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,NO,TOTAL,N_GE1,NR,NL	202197 b	168090 	123449 	136000 	158766 	172033 	182719 	209748 	47667 	60469 	321745 	303108 
A,NO,TOTAL,N_GE1,NR,NO	: 	12236124 	15462534 	13797994 	13766384 	15108957 	18997913 	: 	: 	20640098 	: 	: 
A,NO,TOTAL,N_GE1,NR,PL	148006 u	175258 u	258701 b	243318 	254513 	274196 	274648 	298410 	129588 	127415 	236976 	268402 
A,NO,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	17614 
A,NO,TOTAL,N_GE1,NR,RO	: u	: 	: u	: 	: u	: u	: u	: 	: 	: 	: u	: u
A,NO,TOTAL,N_GE1,NR,SE	: 	: 	541903 	412167 	559443 	1874839 	1540435 	1468919 	396384 	827573 	: 	: 
A,NO,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,NO,TOTAL,N_GE1,NR,SK	: u	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,NO,TOTAL,N_GE1,NR,UK	264938 	302147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OCE,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	25100 
A,OCE,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE,TOTAL,N_GE1,NR,BG	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,OCE,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,OCE,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u
A,OCE,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u
A,OCE,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	889360 u	: u	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,OCE,TOTAL,N_GE1,NR,EA20	549611 	742892 	740275 	778618 	760936 	1119116 	850267 	1283938 	231468 	: u	512300 	1003725 
A,OCE,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,OCE,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,EU27_2020	676537 e	939228 e	855041 	897557 	899936 	1385106 	1061493 	1495970 	365816 	: u	529941 	1033414 e
A,OCE,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,FR	118747 u	136915 u	107325 u	106468 u	79793 u	101902 u	158306 u	98898 u	: u	: u	: u	176553 
A,OCE,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE,TOTAL,N_GE1,NR,HU	2856 u	7129 	13975 	7960 	6428 u	8381 u	: u	10564 u	: u	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,IE	67227 	90719 	45714 u	35951 u	67626 	30571 u	57069 u	72471 	32086 	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,IT	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OCE,TOTAL,N_GE1,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OCE,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,OCE,TOTAL,N_GE1,NR,MT	1385 u	1920 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE,TOTAL,N_GE1,NR,NL	: u	62920 u	55191 u	70905 u	48691 u	138257 u	121946 u	112841 	: u	: u	37859 	122167 
A,OCE,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,OCE,TOTAL,N_GE1,NR,PL	: u	98150 u	21065 bu	30633 	26781 u	30204 u	31219 u	31205 u	: u	: u	: u	11676 
A,OCE,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u
A,OCE,TOTAL,N_GE1,NR,RO	: u	: 	: 	: 	: 	: 	: u	: 	: u	: 	: u	: 
A,OCE,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OCE,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	164233 u	: u	95067 u	: u	: 	: 	: 
A,OCE,TOTAL,N_GE1,NR,SI	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE,TOTAL,N_GE1,NR,SK	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 	: u
A,OCE,TOTAL,N_GE1,NR,UK	476175 	502079 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,OCE_OTH,TOTAL,N_GE1,NR,BG	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,CH	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,CY	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,DK	: u	: u	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,EA20	252275 	276176 	174223 	358138 	268284 	467608 	382751 	424952 	120476 	: u	390163 	373881 
A,OCE_OTH,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,EL	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,EU27_2020	315680 e	344753 e	229924 	391737 	322835 	522062 	446470 	518230 	141603 	: u	391309 	375355 e
A,OCE_OTH,TOTAL,N_GE1,NR,FI	: 	: 	: u	: 	: u	: 	: u	: u	: u	: 	: u	: 
A,OCE_OTH,TOTAL,N_GE1,NR,FR	: u	79090 u	: u	: u	65620 u	66549 u	82978 u	: u	: u	: u	: u	105532 
A,OCE_OTH,TOTAL,N_GE1,NR,HR	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,HU	: u	: u	5564 u	: u	: u	: u	: 	: u	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,IT	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,LT	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,LU	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,MT	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	53716 u	38809 u	: u	: 	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OCE_OTH,TOTAL,N_GE1,NR,PT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,OCE_OTH,TOTAL,N_GE1,NR,SI	: 	: 	: 	: u	: u	: 	: u	: u	: 	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,SK	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,OCE_OTH,TOTAL,N_GE1,NR,UK	109018 	104516 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PL,TOTAL,N_GE1,NR,AT	106917 u	92116 u	199986 	163144 	157657 	128691 	225113 	158730 	86505 	123548 	301258 	243934 
A,PL,TOTAL,N_GE1,NR,BE	107686 u	67849 	83113 	77085 	88874 	156926 b	160668 	151597 	83579 	97861 	150068 	92796 
A,PL,TOTAL,N_GE1,NR,BG	: 	: u	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u
A,PL,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PL,TOTAL,N_GE1,NR,CY	9185 bu	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	38964 
A,PL,TOTAL,N_GE1,NR,CZ	72196 u	83943 u	153278 u	137330 u	145161 u	157857 u	220243 	332424 	81779 	87291 	433184 	557308 
A,PL,TOTAL,N_GE1,NR,DE	2321860 	2339863 	2635042 	3301108 	3436248 	2836354 	3601076 	3126133 	1811200 	2402159 	2770018 	2723320 
A,PL,TOTAL,N_GE1,NR,DK	74663 u	155116 bu	115462 u	186616 	177539 u	159739 u	156782 u	166286 u	: u	82077 	: u	: 
A,PL,TOTAL,N_GE1,NR,EA20	3690989 	3544317 	4085042 	4742061 	4977394 	4675076 	5700271 	5302034 	2609279 	3315181 	4690627 	4965693 
A,PL,TOTAL,N_GE1,NR,EE	: u	: u	33661 u	19429 u	28317 u	38112 u	36681 u	37413 u	: u	: u	25590 	55153 
A,PL,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	: u	21974 u	: u	: u	: u	17605 
A,PL,TOTAL,N_GE1,NR,ES	74924 	62972 	81936 	134445 bu	174961 	139247 	182319 	162868 	: u	70841 	120143 	138085 
A,PL,TOTAL,N_GE1,NR,EU27_2020	47155793 e	46643871 e	43057625 	45208735 	49164726 	51951957 	54675546 	56459803 	41501593 	49947346 	57830866 	58775302 e
A,PL,TOTAL,N_GE1,NR,FI	116279 bu	68277 u	90199 u	130315 u	155780 u	174784 u	173193 u	191807 	: u	: u	108616 	143597 
A,PL,TOTAL,N_GE1,NR,FR	200512 	256264 	263264 	211714 	255351 	321062 	317606 	311202 	113662 	107802 	246089 	257172 
A,PL,TOTAL,N_GE1,NR,HR	: u	: u	32487 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PL,TOTAL,N_GE1,NR,HU	64118 	71202 	55953 	76711 	66548 	86706 	178338 	171799 	54234 	56804 	176120 	186557 
A,PL,TOTAL,N_GE1,NR,IE	88296 	70465 	85205 	62644 u	102768 	104958 	117154 	139272 	48484 	: u	159123 	251305 
A,PL,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PL,TOTAL,N_GE1,NR,LT	154359 	149079 	140191 	149237 	150061 	160406 	168995 	177928 	60613 	89319 	180534 	203110 
A,PL,TOTAL,N_GE1,NR,LU	10030 u	9942 u	8547 u	13665 u	12416 u	19502 u	28707 u	13654 u	13219 	17925 	22964 	34526 
A,PL,TOTAL,N_GE1,NR,LV	69487 u	39679 u	47700 u	50597 u	46690 u	30797 u	57045 u	41369 u	: u	26720 	56263 	102350 
A,PL,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PL,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,PL,TOTAL,N_GE1,NR,MT	3062 	3157 	: u	: u	9965 u	15753 	12135 	17557 	: u	7424 	16771 	13372 
A,PL,TOTAL,N_GE1,NR,NL	122611 bu	110308 u	115995 u	176643 	146191 	178935 	169989 	304479 	61080 	91130 	181039 	225329 
A,PL,TOTAL,N_GE1,NR,NO	: 	161643 	318197 	334467 	334762 	378380 	302966 	: 	: 	125932 	: 	: 
A,PL,TOTAL,N_GE1,NR,PL	42988357 	42521907 	38387005 b	39870456 	43600324 	45952310 	47736329 	50018234 	38570417 	46277646 	51701833 	52190629 
A,PL,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	23130 u	52050 	: u	: u	: u	19558 
A,PL,TOTAL,N_GE1,NR,RO	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u	: 	: u
A,PL,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PL,TOTAL,N_GE1,NR,SE	: 	: 	255782 	192019 	196264 	916034 	673242 	465335 	: u	: u	743013 	: 
A,PL,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PL,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	120432 	128844 u	: u	: u	166263 	270057 
A,PL,TOTAL,N_GE1,NR,UK	1467720 	1556792 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PT,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	13232 u	: 	: 	: 	: 
A,PT,TOTAL,N_GE1,NR,AT	121506 	59975 u	54693 u	102811 	132782 	121172 	150657 	139305 	: u	65297 	193430 	229042 
A,PT,TOTAL,N_GE1,NR,BE	171116 	216781 	218647 	248935 	334580 	245327 b	369221 	341748 	122248 	191263 	355143 	365352 
A,PT,TOTAL,N_GE1,NR,BG	: 	: u	: 	: 	: u	: u	: u	: u	: u	: 	: u	: u
A,PT,TOTAL,N_GE1,NR,CH	199179 u	373655 u	262700 	387287 u	671473 	412869 	536918 	513313 	: u	388346 	381059 	: 
A,PT,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u
A,PT,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	101296 	113062 
A,PT,TOTAL,N_GE1,NR,DE	838106 u	1118701 	971204 u	1259049 u	1268495 	2062673 	2692502 	2040890 	449262 	825855 	2288936 	1809808 
A,PT,TOTAL,N_GE1,NR,DK	74122 u	105465 bu	: u	103046 u	90728 u	130915 u	89822 u	183538 u	: u	: u	101765 	: 
A,PT,TOTAL,N_GE1,NR,EA20	17177673 	18384330 	18232806 	19695684 	20339761 	23670995 	24726316 	25736530 	14352329 	17634683 	24800566 	26008703 
A,PT,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PT,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	17015 
A,PT,TOTAL,N_GE1,NR,ES	1210160 	1137421 	1281618 	1669746 b	1650105 	2086134 	2264515 	2355460 	796042 	1066384 	1777379 	2468392 
A,PT,TOTAL,N_GE1,NR,EU27_2020	17510825 e	18710079 e	18548275 	20011324 	20729232 	24310395 	25358852 	26369854 	14517021 	17831659 	25424953 	26679025 e
A,PT,TOTAL,N_GE1,NR,FI	72629 bu	73359 u	82604 u	119897 u	68903 u	101359 u	112759 u	118208 	: u	: u	129449 	140362 
A,PT,TOTAL,N_GE1,NR,FR	1096786 	1174200 	1330528 	1250251 	1467406 	1722675 	1532214 	1599461 	675971 	960107 	1707115 	1768249 
A,PT,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PT,TOTAL,N_GE1,NR,HU	26405 	7772 	9400 u	17875 	: u	22256 	23778 u	39912 	8820 	10461 	26648 	24166 
A,PT,TOTAL,N_GE1,NR,IE	284193 	247610 	310431 	271618 	377689 	420341 	341068 	443029 	68998 	115743 	418408 	592130 
A,PT,TOTAL,N_GE1,NR,IT	: u	212243 u	: u	: u	: u	: u	275806 u	: u	: u	: u	: u	315941 
A,PT,TOTAL,N_GE1,NR,LT	2332 u	: u	: u	: u	3520 u	10009 u	10085 u	9801 	: u	23540 	39179 	37951 
A,PT,TOTAL,N_GE1,NR,LU	80820 	68770 	80831 	93271 	100185 	229093 	180178 	165043 	127176 	188163 	237720 	245153 
A,PT,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,PT,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,PT,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,PT,TOTAL,N_GE1,NR,MT	1077 u	1594 u	: u	: u	: u	: u	9026 u	10774 u	: u	: u	7027 	12096 
A,PT,TOTAL,N_GE1,NR,NL	416318 b	423374 	438600 	468916 	546787 	653371 	565800 	554734 	230604 	324816 	605943 	675016 
A,PT,TOTAL,N_GE1,NR,NO	: 	82628 u	121283 u	79618 u	79465 u	130599 u	79556 u	: 	: 	: u	: 	: 
A,PT,TOTAL,N_GE1,NR,PL	: u	: u	72510 b	88018 	102383 	123714 	135643 	146409 	56492 	51884 	149236 	169868 
A,PT,TOTAL,N_GE1,NR,PT	12670201 	13611143 	13195293 	14148435 	14322773 	15546387 	16134172 	17792603 	11743097 	13753581 	16765837 	17230833 
A,PT,TOTAL,N_GE1,NR,RO	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u
A,PT,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PT,TOTAL,N_GE1,NR,SE	: 	: 	161080 u	95392 u	120405 u	302167 	311724 	227667 u	: u	: u	: u	: 
A,PT,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	24659 	34156 
A,PT,TOTAL,N_GE1,NR,SK	: u	: u	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u
A,PT,TOTAL,N_GE1,NR,UK	1795343 	2011316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,RO,TOTAL,N_GE1,NR,AT	108786 u	82082 u	103946 u	74158 u	95374 u	93544 u	110424 u	105198 u	: u	84419 	103712 	245596 
A,RO,TOTAL,N_GE1,NR,BE	77289 u	29965 u	40954 u	53634 u	59333 u	43970 bu	114892 	67346 u	45683 	62889 	117958 	152052 
A,RO,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	34672 u	: u	: u	: u	41148 	44554 
A,RO,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,RO,TOTAL,N_GE1,NR,CY	35034 bu	31154 u	34423 u	36384 u	39461 u	50301 u	: u	51819 u	: u	: u	: u	41515 
A,RO,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	742245 u	: u	: u	849566 u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,RO,TOTAL,N_GE1,NR,EA20	861569 	990609 	1136159 	1426765 	1377706 	1951115 	2357022 	2829729 	451435 	986499 	1457437 	2407055 
A,RO,TOTAL,N_GE1,NR,EE	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u
A,RO,TOTAL,N_GE1,NR,EL	: u	: u	: u	19952 u	20877 u	20129 u	18095 u	24903 u	: u	: u	28401 	31467 
A,RO,TOTAL,N_GE1,NR,ES	263042 	200942 	162516 	286400 b	233239 	214376 	280534 	334805 	86429 	139272 	233413 	177629 
A,RO,TOTAL,N_GE1,NR,EU27_2020	17383207 e	18156150 e	17995512 	17810680 	18451574 	19559986 	20468104 	21677666 	12004413 	17705930 	18614142 	17904030 e
A,RO,TOTAL,N_GE1,NR,FI	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	82129 u	: u	70111 u	102700 u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,RO,TOTAL,N_GE1,NR,HU	385852 	324281 	405269 	559517 	731506 	661609 	745655 	899249 	258682 	233314 	217052 	265261 
A,RO,TOTAL,N_GE1,NR,IE	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,IT	: u	: u	419662 bu	401426 u	: u	514905 u	842553 u	1091122 	: u	446202 	343139 	496542 
A,RO,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	19065 u	13690 u	20954 u	: u	8373 	13375 	14640 
A,RO,TOTAL,N_GE1,NR,LV	: 	: u	: u	: u	: 	: u	: u	: 	: 	: u	: 	: u
A,RO,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,RO,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,RO,TOTAL,N_GE1,NR,MT	: u	1204 u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,NL	: u	: u	: u	44778 u	: u	76150 u	67754 u	79288 u	: u	60222 	62330 	: u
A,RO,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,RO,TOTAL,N_GE1,NR,PL	: u	: u	18981 bu	33296 	32074 	34363 	36516 	35155 	17229 	23262 	31710 	36162 
A,RO,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,RO	16050900 	16721920 	16358249 	15731511 	16248176 	16831296 	17143760 	17800679 	11235841 	16439823 	16820104 	15105286 
A,RO,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,RO,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,RO,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,SK	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,RO,TOTAL,N_GE1,NR,UK	179038 	231536 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
